title,composer,price,publication_type,first_part,second_part,third_part,fourth_part,fifth_part,tempo,arrangement_difficulty,solo_difficulty,post_content,leader,album_name,label_info,personnel,date_recorded,composer_biography,product_url
What Can I Do For You,"Watson, Robert",20,Quintet,B-flat|E-flat|C treble clef|C bass clef,B-flat|E-flat|C treble clef|C bass clef,,,,Medium swing,medium,medium,"More swinging arrangements by BOBBY WATSON are available from this recording of Watson's Horizon group, featuring Victor Lewis, Roy Hargrove, and Curtis Lundy, all of whom also have arrangements available in this catalog. The group also recorded a composition by Bobby's wife Pamela, a pianist, vocalist and composer (<I>And Then Again</I>).
QUINTET INSTRUMENTATION
Front Line: E-flat, C treble clef, C bass clef,
B-flat(Trumpet), B-flat(Tenor Sax)
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
Here's a modern hip usage of the famous String Of Pearls rhythm. This is a great example of a fairly easy chart, one with lots of rhythmic energy that doesn't sound easy. This is a great piece with which to show off a tight energetic rhythm section and one that everyone will enjoy soloing on.
SOLOS: The chord progression is easy to hear and to play on, with each chord usually getting one or two bars before the next change.",BOBBY WATSON & HORIZON,NO QUESTION ABOUT IT,Blue Note: CDP 7 90262,"BOBBY WATSON (alto sax), ROY HARGROVE (trumpet), FRANK LACY (trombone), JOHN HICKS (piano), CURTIS LUNDY (bass), KENNY WASHINGTON (drums)","Recorded May 1, 1988","BOBBY WATSON (b. 1953). One of the most gifted composers and arrangers in Jazz today, versatile alto-saxophonist Bobby Watson has recorded his compositions on more than 30 albums in diverse settings from sax quartets as a member of the 29th Street Saxophone Quartet, to combos with his group Horizon, to his ""Tailor Made"" big band. After receiving his degree in music theory and composition from the University of Miami, Bobby completed his jazz education in the late '70s as a member of Art Blakey's Jazz Messengers where he served as music director for 2 years in a group that included Wynton Marsalis, James Williams, Billy Pierce and Charles Fambrough. A recipient of an NEA grant for composition and a frequent clinician across the country, Bobby's works such as Appointment In Milano, Wheel Within A Wheel, Conservation and Beatitudes have been recorded by Blakey, Wynton Marsalis, Kevin Mahogany, T.S. Monk and others. ",http://www.musicdispatch.com/product/viewproduct.do?itemid=526
Whistle Stop,"Dorham, Kenny",20,Quintet,Trumpet (1st part)|E-flat|C treble clef|C bass clef,Tenor Sax (2nd part)|E-flat|C treble clef|C bass clef,,,,Uptempo swing (rhythm changes),medium,medium,"Along with Hank Mobley, KENNY DORHAM's 20-plus albums on Blue Note, Prestige and other labels provided small band modern jazz writing with some of its most defining moments.
QUINTET INSTRUMENTATION
Front Line: E-flat, C treble clef, C bass clef, Trumpet (1st part),
Tenor Sax (2nd part)
Rhythm Section: Piano, Bass, Drums, Guitar
Piano Voicings by Kenny Barron
Bass Lines by Reggie Johnson
FULL SCORE			[JRTS]*
<I>Whistle Stop</I> is a great head based on rhythm changes. The A section (in concert A-flat), followed by a question-and-answer double bridge (between the front line and rhythm section). There's also a chorus of trading between the ensemble and the drums.
SOLOS: Rhythm changes in keys other than B-flat
are a common weakness among young improvisers. These Ab rhythm changes in the A section give a soloist a good opportunity to work on them as well as the circle of fifths which makes up most of the bridge.
* Jazz Repertory Transcription Series includes chord voicings, bass lines, drum fills and cued melody lines in rhythm section parts.",FRANK WESS & JOHNNY COLES,TWO AT THE TOP,Uptown: UP27.14 (LP),"JOHNNY COLES (flugelhorn), FRANK WESS (alto & tenor sax), KENNY BARRON (piano), REGGIE JOHNSON (bass), KENNY WASHINGTON (drums)","Recorded June 8 & 9, 1983","KENNY DORHAM (1924-1972). A founding member of The Jazz Messengers, along with Art Blakey, Horace Silver and Hank Mobley, Kenny replaced Clifford Brown in Max Roach's Quintet in 1956. Prior to that, he played with Dizzy Gillespie and Billy Eckstine and was part of Charlie Parker's group in 1948-1949. In the 1950s and '60s he made nearly 2 dozen records as a leader, including such Blue Note classics as ""Whistle Stop,"" ""Una Mas,"" and ""Trompeta Toccata"" (each with compositions of the same name), with sidemen including Joe Henderson, Tommy Flanagan, Paul Chambers, Sonny Rollins, Herbie Hancock, Hank Jones and Art Taylor. He later studied music at the graduate level at NYU and wrote film scores. His compositions, including Fair Weather, Lotus Blossom, Prince Albert and Blue Bossa, have been recorded by Clark Terry, Chet Baker, Freddie Hubbard, Art Farmer, Roy Hargrove, Nicholas Payton, Don Friedman, J.J. Johnson, Jimmy Heath, McCoy Tyner, Lou Donaldson, George Benson and by most of his former sidemen, among others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=814
"Insane Asylum, The","Brown, Donald",20,Quintet,Trumpet|Alto Sax|C treble clef,Tenor Sax|Alto Sax|Trombone,,,,Medium up swing,medium,medium,"QUINTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, Tenor Sax, Trombone
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
Contains many of the elements of <I>The Human Impersonator</I> but not nearly as difficult. This arrangement also moves freely back and forth between the pre-arranged and the freely-improvised, but it's much less technically demanding, with only a couple of tricky spots to contend with. Its a great way to expose a moderately experienced group to Donald Brown's music.
SOLOS: These changes alternate 4- or 8-bar phrases on one chord with phrases where the chords move quickly.
OTHER RECORDINGS
Wynton Marsalis/J Mood (Columbia 40308)",DONALD BROWN,SOURCES OF INSPIRATION,Muse: MCD 5385,"EDDIE HENDERSON (trumpet), GARY BARTZ (alto sax & soprano sax), DONALD BROWN (piano), BUSTER WILLIAMS (bass), CARL ALLEN (drums)","Recorded August 11, 1989","DONALD BROWN (b. 1954). Like his friend and fellow Memphian, James Williams, whom he replaced as pianist in Art Blakey's Jazz Messengers, Donald is a noted composer, educator and recording artist. After teaching at Berklee for 5 years, Donald moved to the University of Tennessee, Knoxville. Particularly active in the 1980s, his compositions, including contemporary standards like Affaire D'Amour, New York, and The Insane Asylum have been recorded by Wynton Marsalis, Art Blakey, Art Farmer, Donald Byrd, Mulgrew Miller, T.S. Monk and many others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=762
New York,"Brown, Donald",20,Quintet,Trumpet|Alto Sax|C treble clef,Tenor Sax|Alto Sax|Trombone,,,,Uptempo swing,medium-advanced,medium-advanced,"QUINTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, Tenor Sax, Trombone
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
This impressive and challenging uptempo composition skillfully weaves unison and independent lines in the horns and features some challenging, exposed solo piano.
SOLOS: This is an excellent vehicle for exposing accomplished improvisers to irregular forms incorporating different kinds of harmonic devices. The first section is modal, while the second contains challenging chords over a pedal tone, and the short transition between the two sections is composed of II-Vs.
OTHER RECORDINGS
This composition has been recorded by Art Blakey, James Williams and TS Monk (the sextet arrangement is also available).",DONALD BROWN,SOURCES OF INSPIRATION,Muse: MCD 5385,"EDDIE HENDERSON (trumpet), GARY BARTZ (alto sax & soprano sax), DONALD BROWN (piano), BUSTER WILLIAMS (bass), CARL ALLEN (drums)","Recorded August 11, 1989","DONALD BROWN (b. 1954). Like his friend and fellow Memphian, James Williams, whom he replaced as pianist in Art Blakey's Jazz Messengers, Donald is a noted composer, educator and recording artist. After teaching at Berklee for 5 years, Donald moved to the University of Tennessee, Knoxville. Particularly active in the 1980s, his compositions, including contemporary standards like Affaire D'Amour, New York, and The Insane Asylum have been recorded by Wynton Marsalis, Art Blakey, Art Farmer, Donald Byrd, Mulgrew Miller, T.S. Monk and many others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=668
"Punjab Of Java Po', The","Watson, Robert",20,Quintet,Trumpet|Alto Sax|C treble clef,Tenor Sax|Alto Sax|Trombone,,,,Uptempo Latin/swing,medium,medium,"QUINTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, Tenor Sax, Trombone
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
This arrangement seamlessly integrates parallel fourths with intricate individual lines for the front line. The explicitly-constructed rhythm parts also give the chart a funky feel for the A section, contrasting with the more harmonically dense texture used to accompany the bluesy melody of the bridge. This chart also has an ingenious ending.
SOLOS: The changes are not difficult and provide a good vehicle for contrasting more intricate lines that reflect the specific harmonies with bluesy lines that reflect the overall tonality of the composition.",BOBBY WATSON & HORIZON featuring VICTOR LEWIS,POST-MOTOWN BOP,Blue Note: CDP 7 95148 2,"BOBBY WATSON (alto & soprano sax), MELTON MUSTAFA (trumpet), EDWARD SIMON (piano), CARROLL DASHIELL (bass), VICTOR LEWIS (drums)","Recorded September 17 & 18, 1990","BOBBY WATSON (b. 1953). One of the most gifted composers and arrangers in Jazz today, versatile alto-saxophonist Bobby Watson has recorded his compositions on more than 30 albums in diverse settings from sax quartets as a member of the 29th Street Saxophone Quartet, to combos with his group Horizon, to his ""Tailor Made"" big band. After receiving his degree in music theory and composition from the University of Miami, Bobby completed his jazz education in the late '70s as a member of Art Blakey's Jazz Messengers where he served as music director for 2 years in a group that included Wynton Marsalis, James Williams, Billy Pierce and Charles Fambrough. A recipient of an NEA grant for composition and a frequent clinician across the country, Bobby's works such as Appointment In Milano, Wheel Within A Wheel, Conservation and Beatitudes have been recorded by Blakey, Wynton Marsalis, Kevin Mahogany, T.S. Monk and others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=538
P.D. On Great Jones Street,"Lewis, Victor",20,Quintet,B-flat|E-flat|C treble clef|C bass clef,B-flat|E-flat|C treble clef|C bass clef,,,,Medium Latin,medium-easy,medium,"QUINTET INSTRUMENTATION
Front Line: B-flat, E-flat, C treble clef, C bass clef
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
This bossa nova's simple melody line always seems to find its way to the most colorful notes in the chord. This chart will not present technical challenges, but the careful attention to intonation and phrasing required to make it successful as well as the lush harmonies required of the pianist make this a very rewarding arrangement to play.
SOLOS: The solo section is full of very playable changes in uncommon key centers. These are excellent changes for intermediate level soloists ready to move on to the next level.",BOBBY WATSON & HORIZON,THE INVENTOR,Blue Note: CDP 7 91915 2,"BOBBY WATSON (alto sax), MELTON MUSTAFA (trumpet), BENNY GREEN (piano), EDWARD SIMON (piano), CARROLL DASHIELL (bass), VICTOR LEWIS (drums), DON ALIAS (percussion)","Recorded in June, 1989","VICTOR LEWIS (b. 1950) One of the most in-demand drummers on the Jazz scene today, Victor Lewis adds excitement to any combo. Known for his 1980s collaborations with his friend, alto saxophonist Bobby Watson, Victor has recorded several albums as a leader and continues to have a full touring and recording schedule.",http://www.musicdispatch.com/product/viewproduct.do?itemid=682
Quittin' Time,"Jordan, Clifford",20,Quintet,Trumpet|Alto Sax|C treble clef,Tenor Sax|Trombone|Alto Sax (Baritone Sax),,,,Uptempo swing,medium,medium,"QUINTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Tenor Sax, Alto Sax (Baritone Sax), Trombone
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
<I>Quittin' Time</I> (with 10-measure A sections) is fun to play, with interplay between the horns and rhythm section as well as some independent moving lines for the second part.
SOLOS: The solo changes use II-Vs in a very unconventional way. They are playable by any soloist with some familiarity with the jazz language, but require some attention in order to master the unusual way that these ordinary harmonic materials are organized.
OTHER RECORDINGS
Clifford Jordan/Repetition (Soul Note 121084)
Willie Williams/Spirit Willie (Enja 7045)",CLIFFORD JORDAN,STARTING TIME,Fantasy (Jazzland): OJC-147 (LP),"CLIFFORD JORDAN (tenor sax), KENNY DORHAM (trumpet), CEDAR WALTON (piano), WILBUR WARE (bass), ALBERT HEATH (drums)","Recorded June 14 & 15, 1961","CLIFFORD JORDAN (1931-1993). A product of the Chicago jazz scene where his DuSable High School classmates included Johnny Griffin, John Gilmore and Richard Davis, Clifford played tenor sax with Max Roach and Sonny Stitt before moving to New York in 1957. From then on, he was in constant demand, playing with Horace Silver, Charles Mingus, Kenny Dorham, Andrew Hill, James Brown and J.J. Johnson. He led both small ensembles and big bands and played with Cedar Walton's trio. During the 1980s he recorded with such artists as Art Farmer, Barry Harris, Philly Joe Jones, and Tommy Flanagan. In all, Clifford performed on over 100 albums, 35 as a leader. His composition The Highest Mountain is a contemporary standard and has been recorded by Art Farmer, Cedar Walton, T.S. Monk and Native Colours.",http://www.musicdispatch.com/product/viewproduct.do?itemid=536
Seventh Avenue,"Lewis, Victor",20,Quintet,Trumpet|Alto Sax|C treble clef,Tenor Sax|Alto Sax|Trombone,,,,Uptempo swing,advanced,advanced,"QUINTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, Tenor Sax, Trombone
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
This 7/4 burner will challenge any musician with its complex and often strident horn figures that are interwoven among solitary mid-measure shots. The rhythm section must not only set up and compliment the challenging melody line, but also maintain the relentless mixed-meter groove.
SOLOS: The changes consist mostly of repeated one-bar figures and stay within reasonably well-defined key centers, but a short series of ascending parallel chords at the end of the bridge complicates things slightly.
OTHER RECORDINGS
Woody Shaw/Stepping Stones (Columbia 35560)",BOBBY WATSON & HORIZON featuring VICTOR LEWIS,POST-MOTOWN BOP,Blue Note: CDP 7 95148 2,"BOBBY WATSON (alto & soprano sax), MELTON MUSTAFA (trumpet), EDWARD SIMON (piano), CARROLL DASHIELL (bass), VICTOR LEWIS (drums)","Recorded September 17 & 18, 1990","VICTOR LEWIS (b. 1950) One of the most in-demand drummers on the Jazz scene today, Victor Lewis adds excitement to any combo. Known for his 1980s collaborations with his friend, alto saxophonist Bobby Watson, Victor has recorded several albums as a leader and continues to have a full touring and recording schedule.",http://www.musicdispatch.com/product/viewproduct.do?itemid=692
"Shaw Of Newark, The","Lewis, Victor",20,Quintet,Trumpet|Alto Sax|C treble clef,Tenor Sax|Alto Sax|Trombone,,,,Uptempo swing,advanced,medium-advanced,"QUINTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, Tenor Sax, Trombone
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
This uptempo monster offers challenges for every member of your group. The horns have a difficult melody line and free solos at a very fast tempo. The piano and bass have unusual changes and rhythmic figures with the drummer, who has to set up these figures while maintaining the breakneck pace. This will challenge even the most experienced musicians at the recorded tempo.
SOLOS: The solos are free and at a very fast tempo.",BOBBY WATSON & HORIZON,THE INVENTOR,Blue Note: CDP 7 91915 2,"BOBBY WATSON (alto sax), MELTON MUSTAFA (trumpet), BENNY GREEN (piano), EDWARD SIMON (piano), CARROLL DASHIELL (bass), VICTOR LEWIS (drums), DON ALIAS (percussion)","Recorded in June, 1989","VICTOR LEWIS (b. 1950) One of the most in-demand drummers on the Jazz scene today, Victor Lewis adds excitement to any combo. Known for his 1980s collaborations with his friend, alto saxophonist Bobby Watson, Victor has recorded several albums as a leader and continues to have a full touring and recording schedule.",http://www.musicdispatch.com/product/viewproduct.do?itemid=532
Dreams So Real (Ammouliani),"Watson, Robert",20,Sextet,Trumpet|Alto Sax|C treble clef,Alto Sax|Tenor Sax,Tenor Sax|Baritone Sax|Trombone,,,Medium Latin,medium,medium,"World rhythms pervade BOBBY WATSON's Inventor album featuring drummer Victor Lewis. These pieces feature Latin and calypso rhythms, and are also easily accessible to students.
SEXTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, Tenor Sax
3rd part: Tenor Sax, Baritone Sax, Trombone
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
The lyrical melody and laid-back tempo of this arrangement contrasts with its internal omplexities. The intricate harmonies sound simpler than they really are, with subtle orchestration combined with carefully-placed starts and stops. Although it's tougher than it sounds, it's not too hard for any group of musicians serious about making music.
SOLOS: The changes are unconventional but they sound great and a soloist comfortable with unusual chord changes is sure to sound great as well.",BOBBY WATSON & HORIZON,THE INVENTOR,Blue Note: CDP 7 91915 2,"BOBBY WATSON (alto sax), MELTON MUSTAFA (trumpet), BENNY GREEN (piano), EDWARD SIMON (piano), CARROLL DASHIELL (bass), VICTOR LEWIS (drums), DON ALIAS (percussion)","Recorded in June, 1989","BOBBY WATSON (b. 1953). One of the most gifted composers and arrangers in Jazz today, versatile alto-saxophonist Bobby Watson has recorded his compositions on more than 30 albums in diverse settings from sax quartets as a member of the 29th Street Saxophone Quartet, to combos with his group Horizon, to his ""Tailor Made"" big band. After receiving his degree in music theory and composition from the University of Miami, Bobby completed his jazz education in the late '70s as a member of Art Blakey's Jazz Messengers where he served as music director for 2 years in a group that included Wynton Marsalis, James Williams, Billy Pierce and Charles Fambrough. A recipient of an NEA grant for composition and a frequent clinician across the country, Bobby's works such as Appointment In Milano, Wheel Within A Wheel, Conservation and Beatitudes have been recorded by Blakey, Wynton Marsalis, Kevin Mahogany, T.S. Monk and others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=626
For Children Of All Ages,"Watson, Robert",20,Sextet,Trumpet|Alto Sax|C treble clef,Alto Sax|Tenor Sax,Tenor Sax|Baritone Sax|Trombone,,,Medium calypso,medium-easy,easy,"SEXTET INSTRUMENTATION
1st part: Alto Sax, Trumpet, C treble clef
2nd part: Trumpet, Tenor Sax
3rd part: Tenor Sax, Baritone Sax, Trombone
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
This composition contains all the elements necessary for great crowd-pleasing performance by musicians of any ability level. The melody and underlying harmonies are simple but very infectious in the calypso groove. There are several different backgrounds and an impressive full band intro and ending.
SOLOS: The solo changes consist entirely of the I, IV, and V, and will be fun and easy to solo over even for your least experienced soloists.",BOBBY WATSON & HORIZON,THE INVENTOR,Blue Note: CDP 7 91915 2,"BOBBY WATSON (alto sax), MELTON MUSTAFA (trumpet), BENNY GREEN (piano), EDWARD SIMON (piano), CARROLL DASHIELL (bass), VICTOR LEWIS (drums), DON ALIAS (percussion)","Recorded in June, 1989","BOBBY WATSON (b. 1953). One of the most gifted composers and arrangers in Jazz today, versatile alto-saxophonist Bobby Watson has recorded his compositions on more than 30 albums in diverse settings from sax quartets as a member of the 29th Street Saxophone Quartet, to combos with his group Horizon, to his ""Tailor Made"" big band. After receiving his degree in music theory and composition from the University of Miami, Bobby completed his jazz education in the late '70s as a member of Art Blakey's Jazz Messengers where he served as music director for 2 years in a group that included Wynton Marsalis, James Williams, Billy Pierce and Charles Fambrough. A recipient of an NEA grant for composition and a frequent clinician across the country, Bobby's works such as Appointment In Milano, Wheel Within A Wheel, Conservation and Beatitudes have been recorded by Blakey, Wynton Marsalis, Kevin Mahogany, T.S. Monk and others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=522
Samba LaRue,"Mossman, Michael Philip",20,Sextet,Trumpet|Alto Sax|C treble clef,Alto Sax|Tenor Sax,Tenor Sax|Baritone Sax|Trombone,,,Medium Latin,medium,medium-advanced,"This edition of <B><I>OTB</B></I> features pianist RENEE ROSNES, who has been featured with J.J. Johnson and saxophonists Joe Henderson and Wayne Shorter as well as on her own records for Blue Note. The sextets by Rosnes and Mossman are challenging but accessible, and give a good presentation of contemporary jazz harmonies.
SEXTET INSTRUMENTATION
1st part: Trumpet, Alto Sax, C treble clef
2nd part: Alto Sax, Tenor Sax
3rd part: Tenor Sax, Baritone Sax, Trombone
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
Intricate counterpoint, lush voicings, complex harmonies, and a modern melody are merged into a chart that's very enjoyable to perform. This is a great choice for incorporating modern harmony into a performance without becoming inaccessible to an audience.
SOLOS: The changes are similar to those in much of today's Latin music and they encourage beautiful spontaneous melodies. They are full of colorful extensions and unusual root movements that give a skilled improviser lots of interesting raw material to work with as well as a good introduction to modern harmony for a less experienced soloist.",O.T.B. (Out Of The Blue),SPIRAL STAIRCASE,Blue Note: CDP 7 93006 2,"MICHAEL PHILIP MOSSMAN (trumpet), STEVE WILSON (alto sax), RALPH BOWEN (tenor sax), RENEE ROSNES (piano), KENNY DAVIS (bass), BILLY DRUMMOND (drums)","Recorded January 24 & 25, 1989","MICHAEL PHILIP MOSSMAN (b. 1959) Trumpeter Michael Mossman first came to prominence in the group ""Out of The Blue"" (OTB) which recorded on Blue Note. Since then, he has recorded albums as a leader, played for several years with Horace Silver and has been a first-call section player and soloist for numerous big bands, including those led by Gerry Mulligan, Dizzy Gillespie, Slide Hampton, Mario Bauza, Chico O'Farrill and others.",http://www.musicdispatch.com/product/viewproduct.do?itemid=508
Chandek's Den,"Lynch, Brian",23,Septet,Trumpet,Tenor Sax 1|Alto Sax,Tenor Sax 2|Trombone,Trombone|Baritone Sax,,Medium up swing,medium-advanced,medium-advanced,"Three young Jazz Messengers contributed arrangements to this Blakey album: pianist GEOFF KEEZER, saxophonist JAVON JACKSON and trumpeter BRIAN LYNCH have since recorded their own albums as leaders. All these septet arrangements are provided with alternate parts.
SEPTET INSTRUMENTATION
1st part: Trumpet
2nd part:Tenor Sax 1, Alto Sax
3rd part: Tenor Sax 2, Trombone
4th part: Trombone, Baritone Sax
Rhythm Section: Piano, Bass, Drums, Guitar
FULL SCORE
Lynch skillfully weaves in and out of traditional
bebop phrases. This is great for a group that has a firm grasp of more conventional melodies and harmonies and is ready for the next level. This chart explores the unfamiliar while giving the listener (and performer) glimpses of the familiar to latch onto.
SOLOS: The changes are full of II-Vs, but they aren't always laid out as one would expect. In keeping with the underlying principles of the entire composition, there are also some more unconventional harmonic devices that occur periodically throughout the form.
OTHER RECORDINGS
Brian Lynch/Back Room Blues (Criss Cross 1042)",ART BLAKEY & THE JAZZ MESSENGERS,CHIPPIN' IN,Timeless: CD SJP 340,"BRIAN LYNCH (trumpet), JAVON JACKSON (tenor sax), DALE BARLOW (tenor sax), STEVE DAVIS (trombone), FRANK LACY (trombone), GEOFF KEEZER (piano), ESSIET OKON ESSIET (bass), ART BLAKEY (drums)","Recorded February 1 & 2, 1990","BRIAN LYNCH(b. 1956) Grammy Award-winner Brian Lynch is one of the most influential and well-respected trumpeters in both Latin and straight-ahead jazz.
Brian grew up in Milwaukee and apprenticed with Midwest-based keyboardists Buddy Montgomery and Melvin Rhyne; he went on to earn his degree from the Wisconsin Conservatory of Music. After moving to New York in 1981, he earned his stripes working with jazz giants such as Art Blakey, Horace Silver, Barbarito Torres, and Phil Woods. Lynch recorded many records as a leader -- sixteen since he began recording in 1986. Brian's Grammy was earned for his work with Eddie Palmieri; he won the Best Latin Jazz Album of the Year for his album The Brian Lynch/Eddie Palmieri Project - Simpatico. Lynch has also conducted several workshops in many universities across the nation, in addition to holding faculty positions at New York University and the North Netherlands Conservatory. Recently, Brian has begun his own label, Hollistic MusicWorks, which not only puts out Brian's recording projects (including the critically acclaimed Unsung Heroes project, his most recent work), but also adds visual and educational elements behind the music to create a holistic music experience for the listener. Through his unceasing energy and impressive talent, Brian continues to be a dominant force in the jazz world today.",http://www.musicdispatch.com/product/viewproduct.do?itemid=730
